;name;date;party;okrug;drived;registered;elected
20;Сидоров Игорь Викторович;11.02.1969;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
21;Тупиков Максим Михайлович;29.01.1980;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;3;выдвинут;зарегистрирован;
22;Байкова Екатерина Владимировна;11.03.1970;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
23;Борисова Нина Леонидовна;06.07.1954;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;избр.
24;Будкин Денис Юрьевич;24.04.1986;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";3;выдвинут;зарегистрирован;избр.
25;Воловец Светлана Альбертовна;03.04.1964;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;избр.
26;Володин Александр Владимирович;15.08.1972;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
27;Денисов Олег Михайлович;25.08.1969;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
28;Маслова Людмила Борисовна;23.08.1961;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
29;Медведев Михаил Игоревич;04.05.1975;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;избр.
30;Образцов Алексей Васильевич;11.04.1960;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";3;выдвинут;зарегистрирован;избр.
31;Семенихин Павел Владимирович;23.08.1978;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;
32;Старостина Татьяна Дмитриевна;09.06.1957;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";3;выдвинут;зарегистрирован;избр.
33;Трасковецкая Ирина Геннадьевна;27.09.1975;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";3;выдвинут;зарегистрирован;избр.
34;Ижутова Ольга Григорьевна;04.03.1958;"Региональное отделение в городе Москве Всероссийской политической партии ""Партия Великое Отечество""";3;выдвинут;зарегистрирован;
35;Шишкина Наталья Булатовна;05.11.1959;"Региональное отделение в городе Москве Всероссийской политической партии ""Партия Великое Отечество""";3;выдвинут;зарегистрирован;
36;Степанов Алексей Борисович;05.12.1973;"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Москве";2;выдвинут;отказ в регистрации;
37;Галушко Алексей Леонидович;30.01.1986;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";1;выдвинут;отказ в регистрации;
38;Каверина Евгения Александровна;23.12.1986;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;
39;Кальницкая Кристина Геннадьевна;30.04.1998;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";3;выдвинут;отказ в регистрации;
40;Нивин Сергей Павлович;13.01.1997;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";3;выдвинут;зарегистрирован;
41;Радченко Светлана Георгиевна;11.03.1960;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;отказ в регистрации;
42;Салийчук Дмитрий Васильевич;11.01.1983;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";1;выдвинут;выбывший (после регистрации) кандидат;
43;Фефилов Григорий Вадимович;02.05.1990;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";3;выдвинут;зарегистрирован;
44;Царев Артём Андреевич;30.03.1991;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";3;выдвинут;зарегистрирован;
45;Анненкова Валерия Валерьевна;10.09.1985;Самовыдвижение;1;выдвинут;зарегистрирован;
46;Арзуманова Анна Арменовна;28.06.1979;Самовыдвижение;1;выдвинут;зарегистрирован;
47;Жданова Юлия Александровна;15.08.1989;Самовыдвижение;3;выдвинут;зарегистрирован;
48;Идзиковский Евгений Викторович;03.10.1981;Самовыдвижение;1;выдвинут;зарегистрирован;
49;Майорова Олеся Николаевна;08.12.1981;Самовыдвижение;1;выдвинут;зарегистрирован;
50;Малолеткин Станислав Николаевич;12.08.1963;Самовыдвижение;3;выдвинут;отказ в регистрации;
51;Манжелей Дмитрий Викторович;28.05.1968;Самовыдвижение;2;выдвинут;зарегистрирован;
52;Песков Михаил Владимирович;17.03.1968;Самовыдвижение;2;выдвинут;зарегистрирован;
53;Петрова Марианна Сергеевна;20.08.1979;Самовыдвижение;1;выдвинут;зарегистрирован;
54;Самсонов Алексей Иванович;26.06.1973;Самовыдвижение;2;выдвинут;зарегистрирован;
55;Спорыхин Александр Михайлович;10.11.1993;Самовыдвижение;1;выдвинут;зарегистрирован;
56;Шапошникова Анна Светлана Альфредовна;11.05.1964;Самовыдвижение;1;выдвинут;зарегистрирован;избр.
57;Шведов Сергей Николаевич;23.01.1994;Самовыдвижение;2;выдвинут;зарегистрирован;
